County,State,COUNTY_STATE,2019 County Designation,2018 County Designation,Specialty,2019 Distance (miles),2019 Time (minutes),2018 Distance (miles),2018 Time (minutes),Reason for Change,Time change,Distance change
Alger,MI,"Alger, MI",CEAC,Rural,ENT/Otolaryngology,110,125,75,90,County Change,35,35
Chariton,MO,"Chariton, MO",CEAC,Rural,ENT/Otolaryngology,110,125,75,90,County Change,35,35
Campbell,WY,"Campbell, WY",CEAC,Rural,ENT/Otolaryngology,110,125,75,90,County Change,35,35
Alger,MI,"Alger, MI",CEAC,Rural,"Gynecology, OB/GYN",110,125,75,90,County Change,35,35
Chariton,MO,"Chariton, MO",CEAC,Rural,"Gynecology, OB/GYN",110,125,75,90,County Change,35,35
Campbell,WY,"Campbell, WY",CEAC,Rural,"Gynecology, OB/GYN",110,125,75,90,County Change,35,35
Alger,MI,"Alger, MI",CEAC,Rural,Nephrology,110,125,75,90,County Change,35,35
Chariton,MO,"Chariton, MO",CEAC,Rural,Nephrology,110,125,75,90,County Change,35,35
Campbell,WY,"Campbell, WY",CEAC,Rural,Nephrology,110,125,75,90,County Change,35,35
Alger,MI,"Alger, MI",CEAC,Rural,"Physiatry, Rehabilitative Medicine (see Notes)",110,125,75,90,County Change,35,35
Chariton,MO,"Chariton, MO",CEAC,Rural,"Physiatry, Rehabilitative Medicine (see Notes)",110,125,75,90,County Change,35,35
Campbell,WY,"Campbell, WY",CEAC,Rural,"Physiatry, Rehabilitative Medicine (see Notes)",110,125,75,90,County Change,35,35
Alger,MI,"Alger, MI",CEAC,Rural,Outpatient Dialysis,90,100,55,70,County Change,30,35
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Aibonito,PR,"Aibonito, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Anasco,PR,"Anasco, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Camuy,PR,"Camuy, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Cayey,PR,"Cayey, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Ceiba,PR,"Ceiba, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Ciales,PR,"Ciales, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Comerio,PR,"Comerio, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Corozal,PR,"Corozal, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Florida,PR,"Florida, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Guanica,PR,"Guanica, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Guayama,PR,"Guayama, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Hatillo,PR,"Hatillo, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Isabela,PR,"Isabela, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Lajas,PR,"Lajas, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Lares,PR,"Lares, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Luquillo,PR,"Luquillo, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Manati,PR,"Manati, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Maunabo,PR,"Maunabo, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Moca,PR,"Moca, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Morovis,PR,"Morovis, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Naguabo,PR,"Naguabo, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Orocovis,PR,"Orocovis, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Patillas,PR,"Patillas, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Penuelas,PR,"Penuelas, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Rincon,PR,"Rincon, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
San German,PR,"San German, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Utuado,PR,"Utuado, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Villalba,PR,"Villalba, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Yauco,PR,"Yauco, PR",Micro,Metro,Cardiothoracic Surgery,75,100,40,60,County Change,40,35
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Aibonito,PR,"Aibonito, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Anasco,PR,"Anasco, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Camuy,PR,"Camuy, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Cayey,PR,"Cayey, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Ceiba,PR,"Ceiba, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Ciales,PR,"Ciales, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Comerio,PR,"Comerio, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Corozal,PR,"Corozal, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Florida,PR,"Florida, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Guanica,PR,"Guanica, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Guayama,PR,"Guayama, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Hatillo,PR,"Hatillo, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Isabela,PR,"Isabela, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Lajas,PR,"Lajas, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Lares,PR,"Lares, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Luquillo,PR,"Luquillo, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Manati,PR,"Manati, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Maunabo,PR,"Maunabo, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Moca,PR,"Moca, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Morovis,PR,"Morovis, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Naguabo,PR,"Naguabo, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Orocovis,PR,"Orocovis, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Patillas,PR,"Patillas, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Penuelas,PR,"Penuelas, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Rincon,PR,"Rincon, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
San German,PR,"San German, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Utuado,PR,"Utuado, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Villalba,PR,"Villalba, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Yauco,PR,"Yauco, PR",Micro,Metro,Endocrinology,75,100,40,60,County Change,40,35
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Aibonito,PR,"Aibonito, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Anasco,PR,"Anasco, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Camuy,PR,"Camuy, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Cayey,PR,"Cayey, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Ceiba,PR,"Ceiba, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Ciales,PR,"Ciales, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Comerio,PR,"Comerio, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Corozal,PR,"Corozal, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Florida,PR,"Florida, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Guanica,PR,"Guanica, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Guayama,PR,"Guayama, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Hatillo,PR,"Hatillo, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Isabela,PR,"Isabela, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Lajas,PR,"Lajas, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Lares,PR,"Lares, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Luquillo,PR,"Luquillo, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Manati,PR,"Manati, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Maunabo,PR,"Maunabo, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Moca,PR,"Moca, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Morovis,PR,"Morovis, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Naguabo,PR,"Naguabo, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Orocovis,PR,"Orocovis, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Patillas,PR,"Patillas, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Penuelas,PR,"Penuelas, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Rincon,PR,"Rincon, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
San German,PR,"San German, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Utuado,PR,"Utuado, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Villalba,PR,"Villalba, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Yauco,PR,"Yauco, PR",Micro,Metro,Infectious Diseases,75,100,40,60,County Change,40,35
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Aibonito,PR,"Aibonito, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Anasco,PR,"Anasco, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Camuy,PR,"Camuy, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Cayey,PR,"Cayey, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Ceiba,PR,"Ceiba, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Ciales,PR,"Ciales, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Comerio,PR,"Comerio, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Corozal,PR,"Corozal, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Florida,PR,"Florida, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Guanica,PR,"Guanica, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Guayama,PR,"Guayama, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Hatillo,PR,"Hatillo, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Isabela,PR,"Isabela, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Lajas,PR,"Lajas, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Lares,PR,"Lares, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Luquillo,PR,"Luquillo, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Manati,PR,"Manati, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Maunabo,PR,"Maunabo, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Moca,PR,"Moca, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Morovis,PR,"Morovis, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Naguabo,PR,"Naguabo, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Orocovis,PR,"Orocovis, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Patillas,PR,"Patillas, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Penuelas,PR,"Penuelas, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Rincon,PR,"Rincon, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
San German,PR,"San German, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Utuado,PR,"Utuado, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Villalba,PR,"Villalba, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Yauco,PR,"Yauco, PR",Micro,Metro,Neurosurgery,75,100,40,60,County Change,40,35
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Aibonito,PR,"Aibonito, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Anasco,PR,"Anasco, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Cabo Rojo,PR,"Cabo Rojo, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Camuy,PR,"Camuy, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Cayey,PR,"Cayey, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Ceiba,PR,"Ceiba, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Ciales,PR,"Ciales, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Comerio,PR,"Comerio, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Corozal,PR,"Corozal, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Florida,PR,"Florida, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Guanica,PR,"Guanica, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Guayama,PR,"Guayama, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Guayanilla,PR,"Guayanilla, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Hatillo,PR,"Hatillo, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Isabela,PR,"Isabela, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Juana Diaz,PR,"Juana Diaz, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Lajas,PR,"Lajas, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Lares,PR,"Lares, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Luquillo,PR,"Luquillo, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Manati,PR,"Manati, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Maunabo,PR,"Maunabo, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Moca,PR,"Moca, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Morovis,PR,"Morovis, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Naguabo,PR,"Naguabo, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Orocovis,PR,"Orocovis, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Patillas,PR,"Patillas, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Penuelas,PR,"Penuelas, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Rincon,PR,"Rincon, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Sabana Grande,PR,"Sabana Grande, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
San German,PR,"San German, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
San Lorenzo,PR,"San Lorenzo, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
San Sebastian,PR,"San Sebastian, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Utuado,PR,"Utuado, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Villalba,PR,"Villalba, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Yabucoa,PR,"Yabucoa, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Yauco,PR,"Yauco, PR",Micro,Metro,Oncology - Radiation/ Radiation Oncology,75,100,40,60,County Change,40,35
Aguas Buenas,PR,"Aguas Buenas, PR",Micro,Metro,Plastic Surgery,75,100,40,60,County Change,40,35
Aibonito,PR,"Aibonito, PR",Micro,Metro,Plastic Surgery,75,100,40,60,County Change,40,35
Anasco,PR,"Anasco, PR",Micro,Metro,Plastic Surgery,75,100,40,60,County Change,40,35
Barranquitas,PR,"Barranquitas, PR",Micro,Metro,Plastic Surgery,75,100,40,60,County Change,40,35
